annee,prix,nom,genre,pays
1975,Physics,James Rainwater,Male,United States of America
1975,Physics,Ben Roy Mottelson,Male,Denmark
1975,Physics,Aage Bohr,Male,Denmark
1976,Chemestry,William Lipscomb,Male,United States of America
1976,Economics,Milton Friedman,Male,United States of America
1976,Literature,Saul Bellow,Male,"Canada, United States of America"
1976,Medicine,Baruch Samuel Blumberg,Male,United States of America
1976,Medicine,Daniel Carleton Gajdusek,Male,United States of America
1976,Peace,Mairead Maguire,Female,Ireland
1976,Peace,Betty Williams,Female,"Ireland, United Kingdom"
1976,Physics,Burton Richter,Male,United States of America
1976,Physics,Samuel C. C. Ting,Male,United States of America
1977,Chemestry,Ilya Prigogine,Male,"Belgium, Russia"
1977,Economics,James Meade,Male,United Kingdom
1977,Economics,Bertil Ohlin,Male,Sweden
1977,Literature,Vicente Aleixandre,Male,Spain
1977,Medicine,Rosalyn Sussman Yalow,Female,United States of America
1977,Medicine,Roger Guillemin,Male,"France, United States of America"
1977,Medicine,Andrew Schally,Male,"Lithuania, Poland"
1977,Peace,Amnesty International,,United Kingdom
1977,Physics,Philip Warren Anderson,Male,United States of America
1977,Physics,John Hasbrouck Van Vleck,Male,United States of America
1977,Physics,Nevill Francis Mott,Male,United Kingdom
1978,Chemestry,Peter D. Mitchell,Male,United Kingdom
1978,Economics,Herbert A. Simon,Male,United States of America
1978,Literature,Isaac Bashevis Singer,Male,"Poland, United States of America"
1978,Medicine,Hamilton O. Smith,Male,United States of America
1978,Medicine,Daniel Nathans,Male,United States of America
1978,Medicine,Werner Arber,Male,Switzerland
1978,Peace,Anwar Sadat,Male,Egypt
1978,Peace,Menachem Begin,Male,"Belarus, Israel, Russia"
1978,Physics,Robert Woodrow Wilson,Male,United States of America
1978,Physics,Arno Allan Penzias,Male,"Germany, United States of America"
1978,Physics,Pyotr Kapitsa,Male,Russia
1979,Chemestry,Georg Wittig,Male,Germany
1979,Chemestry,Herbert C. Brown,Male,United States of America
1979,Economics,Theodore Schultz,Male,United States of America
1979,Economics,Arthur Lewis,Male,"United Kingdom, Saint Lucia"
1979,Literature,Odysseas Elytis,Male,Greece
1979,Medicine,Allan McLeod Cormack,Male,"South Africa, United States of America"
1979,Medicine,Godfrey Hounsfield,Male,United Kingdom
1979,Peace,Mother Teresa,Female,"India, Macedonia"
1979,Physics,Sheldon Lee Glashow,Male,United States of America
1979,Physics,Steven Weinberg,Male,United States of America
1979,Physics,Abdus Salam,Male,Pakistan
1980,Chemestry,Paul Berg,Male,United States of America
1980,Chemestry,Walter Gilbert,Male,United States of America
1980,Economics,Lawrence Klein,Male,United States of America
1980,Literature,Czesław Miłosz,Male,"Lithuania, Poland, United States of America"
1980,Medicine,George Davis Snell,Male,United States of America
1980,Medicine,Jean Dausset,Male,France
1980,Medicine,Baruj Benacerraf,Male,"United States of America, Venezuela"
1980,Peace,Adolfo Pérez Esquivel,Male,Argentina
1980,Physics,James Cronin,Male,United States of America
1980,Physics,Val Logsdon Fitch,Male,United States of America
1981,Chemestry,Roald Hoffmann,Male,"Poland, Ukraine, United States of America"
1981,Chemestry,Kenichi Fukui,Male,Japan
1981,Economics,James Tobin,Male,United States of America
1981,Literature,Elias Canetti,Male,"Bulgaria, United Kingdom"
1981,Medicine,Roger Wolcott Sperry,Male,United States of America
1981,Medicine,David H. Hubel,Male,"Canada, United States of America"
1981,Medicine,Torsten Wiesel,Male,Sweden
1981,Physics,Arthur Leonard Schawlow,Male,United States of America
1981,Physics,Nicolaas Bloembergen,Male,"Netherlands, United States of America"
1981,Physics,Kai Siegbahn,Male,Sweden
1982,Chemestry,Aaron Klug,Male,"Lithuania, South Africa, United Kingdom"
1982,Economics,George Stigler,Male,United States of America
1982,Literature,Gabriel García Márquez,Male,Colombia
1982,Medicine,John Vane,Male,United Kingdom
1982,Medicine,Sune Bergström,Male,Sweden
1982,Medicine,Bengt I. Samuelsson,Male,Sweden
1982,Peace,Alfonso García Robles,Male,Mexico
1982,Peace,Alva Myrdal,Female,Sweden
1982,Physics,Kenneth G. Wilson,Male,United States of America
1983,Chemestry,Henry Taube,Male,"Canada, United States of America"
1983,Economics,Gérard Debreu,Male,"France, United States of America"
1983,Literature,William Golding,Male,United Kingdom
1983,Medicine,Barbara McClintock,Female,United States of America
1983,Peace,Lech Wałęsa,Male,Poland
1983,Physics,William Alfred Fowler,Male,United States of America
1983,Physics,Subrahmanyan Chandrasekhar,Male,"India, United States of America"
1984,Chemestry,Robert Bruce Merrifield,Male,United States of America
1984,Economics,Richard Stone,Male,United Kingdom
1984,Literature,Jaroslav Seifert,Male,Czech Republic
1984,Medicine,César Milstein,Male,"Argentina, United Kingdom"
1984,Medicine,Niels Kaj Jerne,Male,"Denmark, United Kingdom"
1984,Medicine,Georges J. F. Köhler,Male,Switzerland
1984,Peace,Desmond Tutu,Male,South Africa
1984,Physics,Simon van der Meer,Male,Netherlands
1984,Physics,Carlo Rubbia,Male,Italy
1985,Chemestry,Jerome Karle,Male,United States of America
1985,Chemestry,Herbert A. Hauptman,Male,United States of America
1985,Economics,Franco Modigliani,Male,"Italy, United States of America"
1985,Literature,Claude Simon,Male,France
1985,Medicine,Joseph L. Goldstein,Male,United States of America
1985,Medicine,Michael Stuart Brown,Male,United States of America
1985,Peace,International Physicians for the Prevention of Nuclear War,,
1985,Physics,Klaus von Klitzing,Male,Germany
1986,Chemestry,Dudley R. Herschbach,Male,United States of America
1986,Chemestry,John Polanyi,Male,Canada
1986,Chemestry,Yuan T. Lee,Male,United States of America
1986,Economics,James M. Buchanan,Male,United States of America
1986,Literature,Wole Soyinka,Male,Nigeria
1986,Medicine,Stanley Cohen,Male,United States of America
1986,Medicine,Rita Levi-Montalcini,Female,"Italy, United States of America"
1986,Peace,Elie Wiesel,Male,"Romania, United States of America"
1986,Physics,Gerd Binnig,Male,Germany
1986,Physics,Ernst Ruska,Male,Germany
1986,Physics,Heinrich Rohrer,Male,Switzerland
1987,Chemestry,Jean-Marie Lehn,Male,France
1987,Chemestry,Charles J. Pedersen,Male,United States of America
1987,Chemestry,Donald J. Cram,Male,United States of America
1987,Economics,Robert Solow,Male,United States of America
1987,Literature,Joseph Brodsky,Male,United States of America
1987,Medicine,Susumu Tonegawa,Male,Japan
1987,Peace,Óscar Arias,Male,Costa Rica
1987,Physics,Johannes Georg Bednorz,Male,Germany
1987,Physics,Karl Alexander Müller,Male,Switzerland
1988,Chemestry,Robert Huber,Male,Germany
1988,Chemestry,Hartmut Michel,Male,Germany
1988,Chemestry,Johann Deisenhofer,Male,Germany
1988,Economics,Maurice Allais,Male,France
1988,Literature,Naguib Mahfouz,Male,Egypt
1988,Medicine,Gertrude B. Elion,Female,United States of America
1988,Medicine,George H. Hitchings,Male,United States of America
1988,Medicine,James W. Black,Male,United Kingdom
1988,Peace,United Nations Peace-Keeping Forces,,
1988,Physics,Melvin Schwartz,Male,United States of America
1988,Physics,Leon M. Lederman,Male,United States of America
1988,Physics,Jack Steinberger,Male,"Germany, United States of America"
1989,Chemestry,Sidney Altman,Male,"Canada, United States of America"
1989,Chemestry,Thomas Cech,Male,United States of America
1989,Economics,Trygve Haavelmo,Male,Norway
1989,Literature,Camilo José Cela,Male,Spain
1989,Medicine,J. Michael Bishop,Male,United States of America
1989,Medicine,Harold E. Varmus,Male,United States of America
1989,Peace,Tenzin Gyatso (The Dalai Lama),Male,China
1989,Physics,Norman Foster Ramsey Jr.,Male,United States of America
1989,Physics,Hans Georg Dehmelt,Male,"Germany, United States of America"
1989,Physics,Wolfgang Paul,Male,Germany
1990,Chemestry,Elias James Corey,Male,United States of America
1990,Economics,William Forsyth Sharpe,Male,United States of America
1990,Economics,Harry Markowitz,Male,United States of America
1990,Economics,Merton Miller,Male,United States of America
1990,Literature,Octavio Paz,Male,Mexico
1990,Medicine,E. Donnall Thomas,Male,United States of America
1990,Medicine,Joseph Murray,Male,United States of America
1990,Peace,Mikhail Gorbachev,Male,Russia
1990,Physics,Henry Way Kendall,Male,United States of America
1990,Physics,Jerome Isaac Friedman,Male,United States of America
1990,Physics,Richard E. Taylor,Male,Canada
1991,Chemestry,Richard R. Ernst,Male,Switzerland
1991,Economics,Ronald Coase,Male,"United Kingdom, United States of America"
1991,Literature,Nadine Gordimer,Female,South Africa
1991,Medicine,Bert Sakmann,Male,Germany
1991,Medicine,Erwin Neher,Male,Germany
1991,Peace,Aung San Suu Kyi,Female,Myanmar (Burma)
1991,Physics,Pierre-Gilles de Gennes,Male,France
1992,Chemestry,Rudolph A. Marcus,Male,"Canada, United States of America"
1992,Economics,Gary Becker,Male,United States of America
1992,Literature,Derek Walcott,Male,Saint Lucia
1992,Medicine,Edmond H. Fischer,Male,"Switzerland, United States of America"
1992,Medicine,Edwin G. Krebs,Male,United States of America
1992,Peace,Rigoberta Menchú,Female,Guatemala
1992,Physics,Georges Charpak,Male,"France, Poland, Ukraine"
1993,Chemestry,Kary Mullis,Male,United States of America
1993,Chemestry,Michael Smith,Male,"Canada, United Kingdom"
1993,Economics,Douglass North,Male,United States of America
1993,Economics,Robert Fogel,Male,United States of America
1993,Literature,Toni Morrison,Female,United States of America
1993,Medicine,Phillip Allen Sharp,Male,United States of America
1993,Medicine,Richard J. Roberts,Male,United Kingdom
1993,Peace,Nelson Mandela,Male,South Africa
1993,Peace,F. W. de Klerk,Male,South Africa
1993,Physics,Joseph Hooton Taylor Jr.,Male,United States of America
1993,Physics,Russell Alan Hulse,Male,United States of America
1994,Chemestry,George Andrew Olah,Male,United States of America
1994,Economics,John Forbes Nash Jr.,Male,United States of America
1994,Economics,Reinhard Selten,Male,Germany
1994,Economics,John Harsanyi,Male,"Australia, Hungary"
1994,Literature,Kenzaburō Ōe,Male,Japan
1994,Medicine,Martin Rodbell,Male,United States of America
1994,Medicine,Alfred G. Gilman,Male,United States of America
1994,Peace,Yitzhak Rabin,Male,Israel
1994,Peace,Shimon Peres,Male,"Belarus, Israel, Poland"
1994,Peace,Yasser Arafat,Male,"Egypt, Palestine"
1994,Physics,Clifford Shull,Male,United States of America
1994,Physics,Bertram Brockhouse,Male,Canada
1995,Chemestry,Frank Sherwood Rowland,Male,United States of America
1995,Chemestry,Paul J. Crutzen,Male,Netherlands
1995,Chemestry,Mario J. Molina,Male,United States of America
1995,Economics,Robert Lucas Jr.,Male,United States of America
1995,Literature,Seamus Heaney,Male,Ireland
1995,Medicine,Edward B. Lewis,Male,United States of America
1995,Medicine,Eric F. Wieschaus,Male,United States of America
1995,Medicine,Christiane Nüsslein-Volhard,Female,Germany
1995,Peace,Joseph Rotblat,Male,"Poland, United Kingdom"
1995,Peace,Pugwash Conferences on Science and World Affairs,,Canada
1995,Physics,Frederick Reines,Male,United States of America
1995,Physics,Martin Lewis Perl,Male,United States of America
1996,Chemestry,Richard Smalley,Male,United States of America
1996,Chemestry,Harry Kroto,Male,United Kingdom
1996,Chemestry,Robert F. Curl Jr.,Male,United States of America
1996,Economics,James Mirrlees,Male,United Kingdom
1996,Economics,William Vickrey,Male,"Canada, United States of America"
1996,Literature,Wisława Szymborska,Female,Poland
1996,Medicine,Rolf M. Zinkernagel,Male,Switzerland
1996,Medicine,Peter C. Doherty,Male,Australia
1996,Peace,José Ramos-Horta,Male,"East Timor, Portugal"
1996,Peace,Carlos Filipe Ximenes Belo,Male,"East Timor, Portugal"
1996,Physics,Douglas Osheroff,Male,United States of America
1996,Physics,David Lee,Male,United States of America
1996,Physics,Robert Coleman Richardson,Male,United States of America
1997,Chemestry,Paul D. Boyer,Male,United States of America
1997,Chemestry,Jens Christian Skou,Male,Denmark
1997,Chemestry,John E. Walker,Male,United Kingdom
1997,Economics,Robert C. Merton,Male,United States of America
1997,Economics,Myron Scholes,Male,"Canada, United States of America"
1997,Literature,Dario Fo,Male,Italy
1997,Medicine,Stanley B. Prusiner,Male,United States of America
1997,Peace,Jody Williams,Female,United States of America
1997,Peace,International Campaign to Ban Landmines,,
1997,Physics,Steven Chu,Male,United States of America
1997,Physics,Claude Cohen-Tannoudji,Male,France
1997,Physics,William Daniel Phillips,Male,United States of America
1998,Chemestry,Walter Kohn,Male,"Austria, United States of America"
1998,Chemestry,John Pople,Male,United Kingdom
1998,Economics,Amartya Sen,Male,India
1998,Literature,José Saramago,Male,Portugal
1998,Medicine,Robert F. Furchgott,Male,United States of America
1998,Medicine,Ferid Murad,Male,United States of America
1998,Medicine,Louis Ignarro,Male,United States of America
1998,Peace,John Hume,Male,Ireland
1998,Peace,David Trimble,Male,United Kingdom
1998,Physics,Daniel C. Tsui,Male,"China, United States of America"
1998,Physics,Robert B. Laughlin,Male,United States of America
1998,Physics,Horst Ludwig Störmer,Male,Germany
1999,Chemestry,Ahmed Zewail,Male,Egypt
1999,Economics,Robert Mundell,Male,Canada
1999,Literature,Günter Grass,Male,Germany
1999,Medicine,Günter Blobel,Male,"Germany, United States of America"
1999,Peace,Médecins Sans Frontières,,"France, Switzerland"
1999,Physics,Gerard 't Hooft,Male,Netherlands
1999,Physics,Martinus J. G. Veltman,Male,Netherlands
2000,Chemestry,Alan J. Heeger,Male,United States of America
2000,Chemestry,Alan MacDiarmid,Male,"New Zealand, United States of America"
2000,Chemestry,Hideki Shirakawa,Male,Japan
2000,Economics,James Heckman,Male,United States of America
2000,Economics,Daniel McFadden,Male,United States of America
2000,Literature,Gao Xingjian,Male,"China, France"
2000,Medicine,Eric Kandel,Male,"Austria, United States of America"
2000,Medicine,Paul Greengard,Male,United States of America
2000,Medicine,Arvid Carlsson,Male,Sweden
2000,Peace,Kim Dae-jung,Male,"Korea, South"
2000,Physics,Jack Kilby,Male,United States of America
2000,Physics,Zhores Alferov,Male,"Belarus, Russia"
2000,Physics,Herbert Kroemer,Male,Germany
2001,Chemestry,William Standish Knowles,Male,United States of America
2001,Chemestry,Karl Barry Sharpless,Male,United States of America
2001,Chemestry,Ryōji Noyori,Male,Japan
2001,Economics,Joseph Stiglitz,Male,United States of America
2001,Economics,Michael Spence,Male,United States of America
2001,Economics,George Akerlof,Male,United States of America
2001,Literature,V. S. Naipaul,Male,Trinidad and Tobago
2001,Medicine,Tim Hunt,Male,United Kingdom
2001,Medicine,Paul Nurse,Male,United Kingdom
2001,Medicine,Leland H. Hartwell,Male,United States of America
2001,Peace,Kofi Annan,Male,Ghana
2001,Peace,United Nations,,
2001,Physics,Eric Allin Cornell,Male,United States of America
2001,Physics,Wolfgang Ketterle,Male,Germany
2001,Physics,Carl Wieman,Male,United States of America
2002,Chemestry,John Fenn,Male,United States of America
2002,Chemestry,Koichi Tanaka,Male,Japan
2002,Chemestry,Kurt Wüthrich,Male,Switzerland
2002,Economics,Vernon L. Smith,Male,United States of America
2002,Economics,Daniel Kahneman,Male,"Israel, United States of America"
2002,Literature,Imre Kertész,Male,Hungary
2002,Medicine,H. Robert Horvitz,Male,United States of America
2002,Medicine,John Sulston,Male,United Kingdom
2002,Medicine,Sydney Brenner,Male,"South Africa, United Kingdom, United States of America"
2002,Peace,Jimmy Carter,Male,United States of America
2002,Physics,Raymond Davis Jr.,Male,United States of America
2002,Physics,Riccardo Giacconi,Male,"Italy, United States of America"
2002,Physics,Masatoshi Koshiba,Male,Japan
2003,Chemestry,Roderick MacKinnon,Male,United States of America
2003,Chemestry,Peter Agre,Male,United States of America
2003,Economics,Robert F. Engle,Male,United States of America
2003,Economics,Clive Granger,Male,United Kingdom
2003,Literature,J. M. Coetzee,Male,South Africa
2003,Medicine,Paul Lauterbur,Male,United States of America
2003,Medicine,Peter Mansfield,Male,United Kingdom
2003,Peace,Shirin Ebadi,Female,Iran
2003,Physics,Alexei Alexeyevich Abrikosov,Male,"Russia, United States of America"
2003,Physics,Vitaly Ginzburg,Male,Russia
2003,Physics,Anthony James Leggett,Male,"United Kingdom, United States of America"
2004,Chemestry,Irwin Rose,Male,United States of America
2004,Chemestry,Aaron Ciechanover,Male,Israel
2004,Chemestry,Avram Hershko,Male,"Hungary, Israel"
2004,Economics,Edward C. Prescott,Male,United States of America
2004,Economics,Finn E. Kydland,Male,Norway
2004,Literature,Elfriede Jelinek,Female,Austria
2004,Medicine,Linda B. Buck,Female,United States of America
2004,Medicine,Richard Axel,Male,United States of America
2004,Peace,Wangari Maathai,Female,Kenya
2004,Physics,David Gross,Male,United States of America
2004,Physics,Frank Wilczek,Male,United States of America
2004,Physics,Hugh David Politzer,Male,United States of America
2005,Chemestry,Robert H. Grubbs,Male,United States of America
2005,Chemestry,Richard R. Schrock,Male,United States of America
2005,Chemestry,Yves Chauvin,Male,France
2005,Economics,Thomas Schelling,Male,United States of America
2005,Economics,Robert Aumann,Male,"Israel, United States of America"
2005,Literature,Harold Pinter,Male,United Kingdom
2005,Medicine,Barry Marshall,Male,Australia
2005,Medicine,Robin Warren,Male,Australia
2005,Peace,Mohamed ElBaradei,Male,Egypt
2005,Peace,International Atomic Energy Agency,,Austria
2005,Physics,Theodor W. Hänsch,Male,Germany
2005,Physics,John L. Hall,Male,United States of America
2005,Physics,Roy J. Glauber,Male,United States of America
2006,Chemestry,Roger D. Kornberg,Male,United States of America
2006,Economics,Edmund Phelps,Male,United States of America
2006,Literature,Orhan Pamuk,Male,Turkey
2006,Medicine,Andrew Fire,Male,United States of America
2006,Medicine,Craig Mello,Male,United States of America
2006,Peace,Muhammad Yunus,Male,Bangladesh
2006,Peace,Grameen Bank,,
2006,Physics,John C. Mather,Male,United States of America
2006,Physics,George Smoot,Male,United States of America
2007,Chemestry,Gerhard Ertl,Male,Germany
2007,Economics,Roger Myerson,Male,United States of America
2007,Economics,Eric Maskin,Male,United States of America
2007,Economics,Leonid Hurwicz,Male,"Poland, Russia, United States of America"
2007,Literature,Doris Lessing,Female,United Kingdom
2007,Medicine,Oliver Smithies,Male,"United Kingdom, United States of America"
2007,Medicine,Martin Evans,Male,United Kingdom
2007,Medicine,Mario Capecchi,Male,Italy
2007,Peace,Al Gore,Male,United States of America
2007,Peace,Intergovernmental Panel on Climate Change,,
2007,Physics,Albert Fert,Male,France
2007,Physics,Peter Grünberg,Male,Germany
2008,Chemestry,Roger Y. Tsien,Male,United States of America
2008,Chemestry,Martin Chalfie,Male,United States of America
2008,Chemestry,Osamu Shimomura,Male,"Japan, United States of America"
2008,Economics,Paul Krugman,Male,United States of America
2008,Literature,J. M. G. Le Clézio,Male,France
2008,Medicine,Luc Montagnier,Male,France
2008,Medicine,Françoise Barré-Sinoussi,Female,France
2008,Medicine,Harald zur Hausen,Male,Germany
2008,Peace,Martti Ahtisaari,Male,Finland
2008,Physics,Yoichiro Nambu,Male,"Japan, United States of America"
2008,Physics,Makoto Kobayashi,Male,Japan
2008,Physics,Toshihide Maskawa,Male,Japan
2009,Chemestry,Thomas A. Steitz,Male,United States of America
2009,Chemestry,Venkatraman Ramakrishnan,Male,"India, United States of America"
2009,Chemestry,Ada Yonath,Female,Israel
2009,Economics,Oliver E. Williamson,Male,United States of America
2009,Economics,Elinor Ostrom,Female,United States of America
2009,Literature,Herta Müller,Female,"Germany, Romania"
2009,Medicine,Jack W. Szostak,Male,"Canada, United States of America"
2009,Medicine,Carol W. Greider,Female,United States of America
2009,Medicine,Elizabeth Blackburn,Female,United States of America
2009,Peace,Barack Obama,Male,United States of America
2009,Physics,George E. Smith,Male,United States of America
2009,Physics,Charles K. Kao,Male,"China, Hong Kong, United States of America"
2009,Physics,Willard S. Boyle,Male,"Canada, United States of America"
2010,Chemestry,Ei-ichi Negishi,Male,"Japan, United States of America"
2010,Chemestry,Akira Suzuki,Male,Japan
2010,Chemestry,Richard F. Heck,Male,United States of America
2010,Economics,Dale T. Mortensen,Male,United States of America
2010,Economics,Christopher A. Pissarides,Male,Cyprus
2010,Economics,Peter A. Diamond,Male,United States of America
2010,Literature,Mario Vargas Llosa,Male,"Peru, Spain"
2010,Medicine,Robert G. Edwards,Male,United Kingdom
2010,Peace,Liu Xiaobo,Male,China
2010,Physics,Konstantin Novoselov,Male,"Russia, United Kingdom"
2010,Physics,Andre Geim,Male,"Netherlands, Russia"
2011,Chemestry,Dan Shechtman,Male,Israel
2011,Economics,Thomas J. Sargent,Male,United States of America
2011,Economics,Christopher A. Sims,Male,United States of America
2011,Literature,Tomas Tranströmer,Male,Sweden
2011,Medicine,Bruce Beutler,Male,United States of America
2011,Medicine,Ralph M. Steinman,Male,"Canada, United States of America"
2011,Medicine,Jules A. Hoffmann,Male,"France, Luxembourg"
2011,Peace,Leymah Gbowee,Female,Liberia
2011,Peace,Ellen Johnson Sirleaf,Female,Liberia
2011,Peace,Tawakel Karman,Female,Yemen
2011,Physics,Saul Perlmutter,Male,United States of America
2011,Physics,Brian Schmidt,Male,"Australia, United States of America"
2011,Physics,Adam G. Riess,Male,United States of America
2012,Chemestry,Brian K. Kobilka,Male,United States of America
2012,Chemestry,Robert J. Lefkowitz,Male,United States of America
2012,Economics,Alvin E. Roth,Male,United States of America
2012,Economics,Lloyd S. Shapley,Male,United States of America
2012,Literature,Mo Yan,Male,China
2012,Medicine,Shinya Yamanaka,Male,Japan
2012,Medicine,John B. Gurdon,Male,United Kingdom
2012,Peace,European Union,,
2012,Physics,David J. Wineland,Male,United States of America
2012,Physics,Serge Haroche,Male,France
2013,Chemestry,Martin Karplus,Male,"Austria, United States of America"
2013,Chemestry,Michael Levitt,Male,"Israel, South Africa, United Kingdom, United States of America"
2013,Chemestry,Arieh Warshel,Male,"Israel, United States of America"
2013,Economics,Robert J. Shiller,Male,United States of America
2013,Economics,Lars Peter Hansen,Male,United States of America
2013,Economics,Eugene F. Fama,Male,United States of America
2013,Literature,Alice Munro,Female,Canada
2013,Medicine,Thomas C. Südhof,Male,"Germany, United States of America"
2013,Medicine,James E. Rothman,Male,United States of America
2013,Medicine,Randy W. Schekman,Male,United States of America
2013,Peace,Organisation for the Prohibition of Chemical Weapons,,
2013,Physics,François Englert,Male,Belgium
2013,Physics,Peter W. Higgs,Male,United Kingdom
2014,Chemestry,William Moerner,Male,United States of America
2014,Chemestry,Stefan Hell,Male,"Germany, Romania"
2014,Chemestry,Eric Betzig,Male,United States of America
2014,Economics,Jean Tirole,Male,France
2014,Literature,Patrick Modiano,Male,France
2014,Medicine,May-Britt Moser,Female,Norway
2014,Medicine,Edvard Moser,Male,Norway
2014,Medicine,John O'Keefe,Male,"United Kingdom, United States of America"
2014,Peace,Kailash Satyarth,Male,India
2014,Peace,Malala Yousafzai,Female,Pakistan
2014,Physics,Shuji Nakamura,Male,United States of America
2014,Physics,Isamu Akasaki,Male,Japan
2014,Physics,Hiroshi Amano,Male,Japan
